itemnum,itemnamee,qty,unitnamee,Area,storloc1,storloc2,storloc3,storloc4,storloc5,storloc6,storloc7,storloc8,storloc9,storloc10,storloc11,storloc12,storloc13,storloc14,storloc15
1000805424,MODULE  POWER SUPPLY  VAC  45 TO 60 HZ,6.0,EA,SHIPPING,H03C1,,,,,,,,,,,,,,
1000805505,PROBE  HEI IGNITION  DURALOY IRON,7.0,EA,SHIPPING,H02D1,,,,,,,,,,,,,,
1000805890,TRANSMITTER  MULTIVARIABLE  AND DENSITY,1.0,EA,,C03C2,,,,,,,,,,,,,,
1000806563,TRANSMITTER  TEMPERATURE  ELEMENTS  FM,2.0,EA,OIL TRAIN 1&2,K06B2,,,,,,,,,,,,,,
1000806910,SENSOR  PRESSURE  PSI) SET POINT,15.0,EA,PCU,A16E6B,,,,,,,,,,,,,,
1000807836,SWITCH  LIMIT  SPDT  -40 TO 105 DEG C,2.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000808218,MONITOR  HYDRANT MOUNT,-2.0,EA,,A08B1,C01D1,,,,,,,,,,,,,
1000811600,FLOWMETER  VARIABLE AREA  GLASS TUBE,5.0,EA,PCU,A16C6B,J07C1,,,,,,,,,,,,,
1000812533,DIAPHRAGM  SANDWICH-MEMBRANE  76 X 32 MM,1.0,EA,UTILITIES,A08B5B,,,,,,,,,,,,,,
1000814233,BALLAST  FLUORESCENT  120/277 V  60 HZ,18.0,EA,OIL TRAIN 1&2,A07D4B,A07D6B,,,,,,,,,,,,,
1000815367,HORN  ELECTRIC  110 DB @ 3M (10 FT)  UL,3.0,EA,PCU,A16C2B,,,,,,,,,,,,,,
1000816028,TRANSMITTER  PRESSURE  400 IN H2O),1.0,EA,SHIPPING,H03C1,,,,,,,,,,,,,,
1000816492,FAN  PANEL  150 MM DIA  115 VAC,28.0,EA,PCU,H06B2,,,,,,,,,,,,,,
1000816665,BOARD  PRINTED CIRCUIT  DISPLAY MODULE,3.0,EA,,A18B6B,,,,,,,,,,,,,,
1000817010,POWER SUPPLY  ELECTRICAL  AC/DC  600 W,2.0,EA,PCU,A16B4B,,,,,,,,,,,,,,
1000817242,ALARM  VISUAL  20 TO 24 VDC  (1) RED,2.0,EA,PCU,A16C6B,,,,,,,,,,,,,,
1000817434,KIT  SPLICING,4.0,EA,"OIL TRAIN 3, 4 & 5",L06A1,,,,,,,,,,,,,,
1000817849,VALVE  PLUG  LUBRICATED  4 IN  REGULAR,1.0,EA,SHIPPING,H01C2,,,,,,,,,,,,,,
1000818044,BEARING: BALL; 531056401,1.0,EA,"OIL TRAIN 3, 4 & 5",L06B1,,,,,,,,,,,,,,
1000818900,THERMOCOUPLE  K  STANDARD  3/16 IN,2.0,EA,SHIPPING,H02A2,,,,,,,,,,,,,,
1000821143,KIT  CLAPPER,2.0,EA,,A18A6B,,,,,,,,,,,,,,
1000821144,KIT  CLAPPER,33.0,EA,,B03B1,,,,,,,,,,,,,,
1000821146,DIAPHRAGM  UPPER TYPE,2.0,EA,SHIPPING,H03B2,,,,,,,,,,,,,,
1000824689,MX4 DSX DOCKING STATION KIT,1.0,EA,OIL TRAIN 1&2,K03A2,L06B2,,,,,,,,,,,,,
1000824689,MX4 DSX DOCKING STATION KIT,2.0,EA,"OIL TRAIN 3, 4 & 5",K03A2,L06B2,,,,,,,,,,,,,
1000824853,BELLOWS  ASSEMBLY,1.0,EA,MECHANICAL SHOP,J03B2,,,,,,,,,,,,,,
1000825265,"STEM, VALVE, DUPLEX",4.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000828192,"MODULE, 3500 16 CHANNEL RELAY ,WITH",1.0,EA,PCU,J07C1,,,,,,,,,,,,,,
1000828796,MANIFOLD  VALVE  INSTRUMENT  PTFE,2.0,EA,,B02A2,K01A1,,,,,,,,,,,,,
1000828796,MANIFOLD  VALVE  INSTRUMENT  PTFE,5.0,EA,OIL TRAIN 1&2,B02A2,K01A1,,,,,,,,,,,,,
1000829244,FITTING  OUTLET  WELDOLET,6.0,EA,,A18C5B,,,,,,,,,,,,,,
1000831225,TRANSMITTER  SUITABLE FOR PROBE (PN ,2.0,EA,GAS,G07A1,K03A2,,,,,,,,,,,,,
1000831225,TRANSMITTER  SUITABLE FOR PROBE (PN ,4.0,EA,OIL TRAIN 1&2,G07A1,K03A2,,,,,,,,,,,,,
1000831757,BELLOWS  VALVE  INCONEL 625  ASSEMBLY,2.0,EA,MECHANICAL SHOP,J03B2,,,,,,,,,,,,,,
1000832430,DETECTOR  FIRE PROTECTION  HEAT,16.0,EA,PCU,A16B5B,A16B6B,,,,,,,,,,,,,
1000832464,GLAND  CABLE BARRIER  WITH CBL DETAIL,10.0,EA,,A18G5B,,,,,,,,,,,,,,
1000832950,POSITIONER  VALVE   PISTON  0 TO 90 DEG,3.0,EA,OIL TRAIN 1&2,A07D6B,K06B1,,,,,,,,,,,,,
1000833140,DETECTOR  GAS,2.0,EA,WIP,E06C2,,,,,,,,,,,,,,
1000833167,MODULE  3500 PROXIMITOR MONITOR I/O,1.0,EA,PCU,J07C1,,,,,,,,,,,,,,
1000834024,ASSEMBLY  PCAA ASSY/ CORE ANALOG,1.0,EA,PCU,A16E4B,,,,,,,,,,,,,,
1000834275,UNIT DATA LOGGER INCLUDES MODBUS OS,1.0,EA,PCU,H08C1,,,,,,,,,,,,,,
1000834902,SHAFT  PUMP  ASTM A276 GRADE XM19,8.0,EA,UTILITIES,A08H2B,C03A2,,,,,,,,,,,,,
1000835277,BATTERY  SEALED LEAD-ACID  12 V,-4.0,EA,,A01A1,J08A1,,,,,,,,,,,,,
1000835277,BATTERY  SEALED LEAD-ACID  12 V,18.0,EA,PCU,A01A1,J08A1,,,,,,,,,,,,,
1000835743,COMPRESSOR,2.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000835805,PROXIMITOR  8 MM  MOUNT WITH MULTIPLE,4.0,EA,OIL TRAIN 1&2,A07D4B,A07D5B,L02C2,L06A2,,,,,,,,,,,
1000835805,PROXIMITOR  8 MM  MOUNT WITH MULTIPLE,20.0,EA,"OIL TRAIN 3, 4 & 5",A07D4B,A07D5B,L02C2,L06A2,,,,,,,,,,,
1000835843,ADAPTER  3/4 INCH FNPT X 1/2 INCH MNPT,10.0,EA,"OIL TRAIN 3, 4 & 5",L08A2,,,,,,,,,,,,,,
1000836491,MODULE  EXTENDED BATTERY,25.0,EA,PCU,H06B2,H07A1,H07B1,,,,,,,,,,,,
1000836594,GUARD  DUST ASSY,13.0,EA,SHIPPING,H03C1,,,,,,,,,,,,,,
1000837370,GASKET  CASING,4.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000837816,FUSE  LOW VOLTAGE  TIME DELAY  CURRENT,2.0,EA,PCU,A16D1B,,,,,,,,,,,,,,
1000838901,ADHESIVE,9.0,EA,,A17E2B,,,,,,,,,,,,,,
1000841938,DEVICE  AED POWERHEART SEMI-AUTO,1.0,EA,,A18D6B,,,,,,,,,,,,,,
1000843689,PROTECTOR  SEGMENT PROTECTOR  PEPERL+FUC,6.0,EA,PCU,H08C2,J08A2,,,,,,,,,,,,,
1000865767,NETWORK  INTERFACE  DEFECTIVE PART UPON,1.0,EA,PCU,A16A3B,,,,,,,,,,,,,,
1000865956,HORN  ELECTRIC  108 DB  CONICAL  UL,5.0,EA,OIL TRAIN 1&2,A07E1B,H06A1,H06A2,J06B1,,,,,,,,,,,
1000865956,HORN  ELECTRIC  108 DB  CONICAL  UL,44.0,EA,PCU,A07E1B,H06A1,H06A2,J06B1,,,,,,,,,,,
1000866408,KIT  LANTERN SEALS,2.0,EA,UTILITIES,A08G4B,,,,,,,,,,,,,,
1000866440,HUB  DRIVER,1.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000866599,BASE  INTELLIGENT ISOLATOR  (FSL-751),2.0,EA,PCU,A16B4B,,,,,,,,,,,,,,
1000867301,POSITIONER  VALVE   DIAPHRAGM  ALUMINUM,2.0,EA,OIL TRAIN 1&2,A07E2B,,,,,,,,,,,,,,
1000867845,Modbus Communication Module,11.0,EA,PCU,A16A3B,,,,,,,,,,,,,,
1000867869,Processor Module,14.0,EA,PCU,A16A4B,,,,,,,,,,,,,,
1000867872,ANALOG INPUT MODULE  HART COMPLIANT,-1.0,EA,,A16A3B,,,,,,,,,,,,,,
1000867872,ANALOG INPUT MODULE  HART COMPLIANT,4.0,EA,PCU,A16A3B,,,,,,,,,,,,,,
1000867874,ANALOG I/O MODULE  HART COMPLIANT,7.0,EA,PCU,A16A3B,,,,,,,,,,,,,,
1000867880,Termination Board for Analog,1.0,EA,PCU,H08C2,,,,,,,,,,,,,,
1000867885,Ethernet Communication Modules,1.0,EA,PCU,A16C1B,,,,,,,,,,,,,,
1000867891,V-Net/IP Interface Card,16.0,EA,PCU,A16B5B,A16B6B,,,,,,,,,,,,,
1000867997,Battery for SCS Memory Backup,33.0,EA,PCU,A16A2B,,,,,,,,,,,,,,
1000868013,ESB Bus Interface Slave Module,1.0,EA,PCU,A16A1B,,,,,,,,,,,,,,
1000868414,3300 XL NSV PROXIMITOR,3.0,EA,OIL TRAIN 1&2,A07C2B,,,,,,,,,,,,,,
1000876027,MODULE  DIGITAL OUTPUT  24 VDC  32 PT ,1.0,EA,PCU,J08C2,,,,,,,,,,,,,,
1000876602,CARD  INTERFACE  VNET/IP  3.2 VDC,21.0,EA,PCU,A16C1B,,,,,,,,,,,,,,
1000876708,MODULE  REDUNDANCY  CONTROLLOGIX,8.0,EA,PCU,A16C6B,,,,,,,,,,,,,,
1000876727,BATTERY  RECHARGEABLE SEALED LEAD ACID,-2.0,EA,,J08A1,,,,,,,,,,,,,,
1000876727,BATTERY  RECHARGEABLE SEALED LEAD ACID,9.0,EA,PCU,J08A1,,,,,,,,,,,,,,
1000881835,TRANSFORMER  INSTRUMENT  CURRENT,1.0,EA,,A17E4B,,,,,,,,,,,,,,
1000881998,FLUORESCENT TUBE LIGHTING  54W  2 TUB,4.0,EA,"OIL TRAIN 3, 4 & 5",L03B2,,,,,,,,,,,,,,
1000882346,MODULE  RTD INPUT  16-ISOLATED CHANNELS,2.0,EA,PCU,A16B4B,,,,,,,,,,,,,,
1000882347,MODULE  DIGITAL INPUT  ISOLATED,33.0,EA,PCU,A16A6B,,,,,,,,,,,,,,
1000882527,MEMBRANE FILTER  REVERSE OSMOSIS  8 IN D,325.0,EA,,A01D2,B01D1,B01D2,B02D1,B02D2,B03D1,B03D2,B06D1,B07D1,B07D2,B08D1,B08D2,C01D1,C01D2,C02D1
1000882527,MEMBRANE FILTER  REVERSE OSMOSIS  8 IN D,13.0,EA,UTILITIES,A01D2,B01D1,B01D2,B02D1,B02D2,B03D1,B03D2,B06D1,B07D1,B07D2,B08D1,B08D2,C01D1,C01D2,C02D1
1000882575,BOARD  PRINTED CIRCUIT  CARD PS-DR16,4.0,EA,PCU,H06C2,,,,,,,,,,,,,,
1000884043,HORN  ELECTRIC  24 VDC,1.0,EA,PCU,A16C2B,,,,,,,,,,,,,,
1000884236,COMPRESSOR REFRIGERANT SCROLL 15 COLLI,2.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000884616,VALVE  NEEDLE  1/8  INCH  ALUMINUM,8.0,EA,"OIL TRAIN 3, 4 & 5",H03C1,L06A1,,,,,,,,,,,,,
1000884616,VALVE  NEEDLE  1/8  INCH  ALUMINUM,2.0,EA,SHIPPING,H03C1,L06A1,,,,,,,,,,,,,
1000885026,SHAFT  PUMP  NITRONIC 50  ASTM A479  XM-,1.0,EA,SHIPPING,H02D1,,,,,,,,,,,,,,
1000885028,ADAPTER  TUBE  BRONZE  BISMUTH-LEAD FREE,1.0,EA,SHIPPING,H02B2,,,,,,,,,,,,,,
1000885581,INTERFACE  ARUBA SFP - 1000BASE-SX  LC C,11.0,EA,PCU,A16E6B,,,,,,,,,,,,,,
1000887327,SPACER  45 MM DIA  SPRING STEEL,2.0,EA,UTILITIES,A07B2B,A08A1B,,,,,,,,,,,,,
1000887472,COMPRESSOR REFRIGERANT  RECIPROCATING  H,-3.0,EA,,27B2,,,,,,,,,,,,,,
1000887472,COMPRESSOR REFRIGERANT  RECIPROCATING  H,3.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000888579,POSITIONER VALVE PNEUMATIC  SINGLE ACTIN,2.0,EA,,C03C2,,,,,,,,,,,,,,
1000889603,MODULE  CPU MODULE,1.0,EA,PCU,A16A3B,,,,,,,,,,,,,,
1000890170,RING  LAP INPRO SEAL,1.0,EA,GAS,G03A2,,,,,,,,,,,,,,
1000890171,RING  LAP INPRO SEAL,1.0,EA,GAS,G01A2,H03B2,,,,,,,,,,,,,
1000890171,RING  LAP INPRO SEAL,1.0,EA,SHIPPING,G01A2,H03B2,,,,,,,,,,,,,
1000890234,MODULE  16 CHANNEL RELAY,1.0,EA,PCU,J07C1,,,,,,,,,,,,,,
1000891162,COMPRESSOR REFRIGERANT  RECEPROCATING  S,3.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000891785,MECHANICAL SEAL  3.500/3.625 IN  BSAFN T,1.0,EA,GAS,G02A2,,,,,,,,,,,,,,
1000892410,COMPRESSOR REFRIGERANT RECEPROCATING S,6.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000892513,BELT VEE INDUSTRIAL  WEDGE  1400 MM  16.,10.0,EA,,A18F3B,,,,,,,,,,,,,,
1000892878,RING  LABYRINTH  140 X 166 X 22.9 MM  BR,0.0,EA,,A18G6B,H03B1,,,,,,,,,,,,,
1000892878,RING  LABYRINTH  140 X 166 X 22.9 MM  BR,1.0,EA,SHIPPING,A18G6B,H03B1,,,,,,,,,,,,,
1000892879,RING  LABYRINTH  75 X 101 X 22.9 MM  BRO,1.0,EA,"OIL TRAIN 3, 4 & 5",H03B1,L01B2,L02B1,,,,,,,,,,,,
1000892879,RING  LABYRINTH  75 X 101 X 22.9 MM  BRO,1.0,EA,SHIPPING,H03B1,L01B2,L02B1,,,,,,,,,,,,
1000892972,BEARING TILTING PAD THRUST  9 IN  CHROME,9.0,EA,OIL TRAIN 1&2,K03A1,L03B1,,,,,,,,,,,,,
1000892972,BEARING TILTING PAD THRUST  9 IN  CHROME,10.0,EA,"OIL TRAIN 3, 4 & 5",K03A1,L03B1,,,,,,,,,,,,,
1000893018,"MOTOR INDUCTION INTEGRAL, 1.1 KW (1.5 HP   1",0.0,EA,GAS,G01A1,,,,,,,,,,,,,,
1000893077,MECHANICAL SEAL  BSTIN TYPE A,-1.0,EA,,L01A2,,,,,,,,,,,,,,
1000893077,MECHANICAL SEAL  BSTIN TYPE A,1.0,EA,"OIL TRAIN 3, 4 & 5",L01A2,,,,,,,,,,,,,,
1000893263,O-RING,1.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000893264,O-RING,2.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000893265,O-RING,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000893266,O-RING,1.0,EA,"OIL TRAIN 3, 4 & 5",L08A2,,,,,,,,,,,,,,
1000893297,CONTACTOR MOTOR  3  690 VAC  100 A @ 40,2.0,EA,PCU,A16D4B,,,,,,,,,,,,,,
1000893365,MECHANICAL SEAL  80 MM  BSTFP  Q22Q2VMG1,1.0,EA,,A18H1B,L02A1,L02B2,L06A2,,,,,,,,,,,
1000893365,MECHANICAL SEAL  80 MM  BSTFP  Q22Q2VMG1,11.0,EA,"OIL TRAIN 3, 4",A18H1B,L02A1,L02B2,L06A2,,,,,,,,,,,
1000893365,MECHANICAL SEAL  80 MM  BSTFP  Q22Q2VMG1,7.0,EA,"OIL TRAIN 3, 4 & 5",A18H1B,L02A1,L02B2,L06A2,,,,,,,,,,,
1000893384,O-RING,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000893385,O-RING,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000893388,RING,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000893389,RING,2.0,EA,,A18H5B,L02A2,,,,,,,,,,,,,
1000893389,RING,2.0,EA,"OIL TRAIN 3, 4 & 5",A18H5B,L02A2,,,,,,,,,,,,,
1000893390,RING,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000893391,RING,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000893395,COMPOUND SEALING,1.0,EA,GAS,G03A1,,,,,,,,,,,,,,
1000893413,HOLDER FUSE  LP-CC  FNQ-R  KTK-R  30 A ,2.0,EA,PCU,A16D1B,,,,,,,,,,,,,,
1000898556,PROBE PROXIMITY  3300 SERIES  1/4-28 UNF,3.0,EA,OIL TRAIN 1&2,A07D2B,,,,,,,,,,,,,,
1000898562,PROBE PROXIMITY  3300 SERIES  3/8-24 UNF,3.0,EA,OIL TRAIN 1&2,A07D1B,,,,,,,,,,,,,,
1000898564,THERMOCOUPLE  TYPE K  0.24 IN  1300 MM ,2.0,EA,OIL TRAIN 1&2,A07F3B,,,,,,,,,,,,,,
1000898565,DETECTOR RESISTANCE TEMPERATURE  PT100 ,2.0,EA,OIL TRAIN 1&2,A07F2B,,,,,,,,,,,,,,
1000901892,COMPRESSOR REFRIGERANT RECIPROCATING 3,-2.0,EA,,27B2,,,,,,,,,,,,,,
1000901892,COMPRESSOR REFRIGERANT RECIPROCATING 3,5.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000905209,SWITCH  24 VDC  NETWORK  RACK OR DIN  ET,2.0,EA,PCU,A16B3B,,,,,,,,,,,,,,
1000905436,TRANSMITTER MULTIVARIABLE  MASS FLOW MEA,18.0,EA,,C03C2,H03C1,,,,,,,,,,,,,
1000905436,TRANSMITTER MULTIVARIABLE  MASS FLOW MEA,3.0,EA,SHIPPING,C03C2,H03C1,,,,,,,,,,,,,
1000906698,MOTOR INDUCTION INTEGRAL  22KW  1500/180,1.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000906775 ,"BALLAST, EMERGENCY, 120/277 VAC, 60 HZ,",15.0,EA,"OIL TRAIN 3, 4 & 5",L01D2,,,,,,,,,,,,,,
1000909974,MODULE  ANALOG INPUT/OUTPUT  4 TO 20 MA,1.0,EA,PCU,A16A3B,,,,,,,,,,,,,,
1000910696,KIT  HERRIOTT CELL,5.0,EA,PCU,H06C2,H08A1,,,,,,,,,,,,,
1000911690,POSITIONER VALVE ELECTRO/PNEUMATIC  SLID,2.0,EA,OIL TRAIN 1&2,A07H3B,L02C2,,,,,,,,,,,,,
1000911690,POSITIONER VALVE ELECTRO/PNEUMATIC  SLID,4.0,EA,"OIL TRAIN 3, 4 & 5",A07H3B,L02C2,,,,,,,,,,,,,
1000911994,HEAD  EYE/FACE WASH,22.0,EA,GAS,G01A2,,,,,,,,,,,,,,
1000912805,POSITIONER VALVE ELECTRO/PNEUMATIC  SLID,3.0,EA,"OIL TRAIN 3, 4 & 5",L02C2,,,,,,,,,,,,,,
1000913697,FAN  1050 RPM  560 MM OD  ASSEMBLY  550/,23.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000913952,COMPRESSOR REFRIGERANT HERMETIC SCROLL,1.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000915313,POSITIONER VALVE ELECTRO/PNEUMATIC  DIAP,2.0,EA,,A18H3B,L02C2,,,,,,,,,,,,,
1000915313,POSITIONER VALVE ELECTRO/PNEUMATIC  DIAP,8.0,EA,"OIL TRAIN 3, 4 & 5",A18H3B,L02C2,,,,,,,,,,,,,
1000916747,BALLAST. ELECTRONIC. 110 TO 254 VAC. 32,14.0,EA,OIL TRAIN 1&2,K03A1,,,,,,,,,,,,,,
1000916901,RING: MATING TYPE 6.5IN SPARE FOR MECHANICAL SEAL,1.0,EA,GAS,G01A2,,,,,,,,,,,,,,
1000918896,COMPRESSOR REFRIGRANT SCROLL 65000 BT,1.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000919678,RELAY  RESIDUAL CURRENT  110 VAC TO 230,2.0,EA,PCU,A16D1B,,,,,,,,,,,,,,
1000924523,CIRCUIT BREAKER MOLDED CASE  50 A  3 POL,1.0,EA,"OIL TRAIN 3, 4 & 5",L03A1,,,,,,,,,,,,,,
1000926524,TRAP STEAM  FREE FLOAT  ¾ IN (20MM) FLAN,16.0,EA,OIL TRAIN 1&2,A07F3B,A08C5B,K01A1,,,,,,,,,,,,
1000926524,TRAP STEAM  FREE FLOAT  ¾ IN (20MM) FLAN,20.0,EA,UTILITIES,A07F3B,A08C5B,K01A1,,,,,,,,,,,,
1000926653,BOTTLE  SUMP BOTTLE  4 OZ  BUTYRATE PLAS,6.0,EA,SHIPPING,H03B1,,,,,,,,,,,,,,
1000929318,TRANSMITTER TEMPERATURE  -328 TO 1562 DE,1.0,EA,MCU,A08B1,,,,,,,,,,,,,,
1000931816,TRANSMITTER PRESSURE  -400 TO 400 IN H20,6.0,EA,OIL TRAIN 1&2,A07D2B,K06B2,,,,,,,,,,,,,
1000932719,CONTROLLER  CARRIER AIR FLOW  24 VDC,3.0,EA,PCU,J06C2,,,,,,,,,,,,,,
1000936405,VALVE SOLENOID,2.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000938977,MECHANICAL SEAL  BTPFN,1.0,EA,SHIPPING,H03B2,,,,,,,,,,,,,,
1000938978,MECHANICAL SEAL  BTPFN,1.0,EA,SHIPPING,H03B2,,,,,,,,,,,,,,
1000945053,FIXTURE LED LIGHTING,8.0,EA,"OIL TRAIN 3, 4 & 5",L01D2,,,,,,,,,,,,,,
1000945408,POSITIONER VALVE ELECTRO/PNEUMATIC  DOUB,1.0,EA,OIL TRAIN 1&2,A07H4B,L02C2,,,,,,,,,,,,,
1000945408,POSITIONER VALVE ELECTRO/PNEUMATIC  DOUB,2.0,EA,"OIL TRAIN 3, 4 & 5",A07H4B,L02C2,,,,,,,,,,,,,
1000947601,SIRM POT MESUREUR 1.5 L,3.0,EA,MCU,A08B1,,,,,,,,,,,,,,
1000948062,BEARING BALL,2.0,EA,SHIPPING,H02B2,,,,,,,,,,,,,,
1000948865,BALL VALVE  2 IN  STEEL A351 GR CF8M  0.,1.0,EA,"OIL TRAIN 3, 4 & 5",L06A2,,,,,,,,,,,,,,
1000948937,HOUSING  LOWER GEARBOX,1.0,EA,SHIPPING,H02B2,,,,,,,,,,,,,,
1000949480,MODULE CONTROLLOGIX 8 MB,1.0,EA,PCU,A16C6B,,,,,,,,,,,,,,
1000949481,CABLE,1.0,EA,PCU,A16C1B,,,,,,,,,,,,,,
1000951413,COOLER  ELECTRIC GAS,2.0,EA,,A17E5B,C01A2,H07A2,J07C1,,,,,,,,,,,
1000951413,COOLER  ELECTRIC GAS,2.0,EA,PCU,A17E5B,C01A2,H07A2,J07C1,,,,,,,,,,,
1000951416,PUMP  SAMPLE GAS  160X110 MM  380 L/HR,1.0,EA,PCU,J07C1,,,,,,,,,,,,,,
1000957221,SPRING,0.0,EA,"OIL TRAIN 3, 4 & 5",L08A2,,,,,,,,,,,,,,
1000959973,STATOR  PUMP,4.0,EA,"OIL TRAIN 3, 4 & 5",L01A2,L01B1,,,,,,,,,,,,,
1000959979,GASKET  NBR,1.0,EA,"OIL TRAIN 3, 4 & 5",L03A1,,,,,,,,,,,,,,
1000959981,JOINT  CARDAN  COMPLETE,2.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000961812,KIT  UNIVERSAL MOUNTING  POSITIONER  DVC,4.0,EA,OIL TRAIN 1&2,K06B1,L03A2,,,,,,,,,,,,,
1000961812,KIT  UNIVERSAL MOUNTING  POSITIONER  DVC,13.0,EA,"OIL TRAIN 3, 4",K06B1,L03A2,,,,,,,,,,,,,
1000963245,KIT,3.0,EA,GAS,G03A2,,,,,,,,,,,,,,
1000964659,NIPPLE  GREASE  STEEL,10.0,EA,UTILITIES,A07B5B,A08B4B,A08B6B,,,,,,,,,,,,
1000964660,SCREW  HEX SPIDER  SS  316,21.0,EA,UTILITIES,A07B6B,A08C6B,A08D6B,,,,,,,,,,,,
1000964661,NUT HEX  SS  316,6.0,EA,UTILITIES,A07B6B,A08B5B,,,,,,,,,,,,,
1000964662,SCREW  HEX  SS  316,21.0,EA,UTILITIES,A07B1B,A07B2B,A08B1B,A08C1B,,,,,,,,,,,
1000965575,DRIVE VARIABLE SPEED 3 PH 480V,2.0,EA,SHIPPING,H03A2,,,,,,,,,,,,,,
1000968033, AN  4X M4 SCREW  3100 RPM  119MM  COMPA,-11.0,EA,,H08C2,,,,,,,,,,,,,,
1000968033, AN  4X M4 SCREW  3100 RPM  119MM  COMPA,11.0,EA,PCU,H08C2,,,,,,,,,,,,,,
1000969224,RELAY  DIRECT  DOUBLE ACTING RELAY.  VMA,6.0,EA,"OIL TRAIN 3, 4 & 5",L02C2,,,,,,,,,,,,,,
1000969555,KIT  BONNET REPAIR,5.0,EA,GAS,G03A2,,,,,,,,,,,,,,
1000969556,KIT  SHOE REPAIR,1.0,EA,,A18G4B,,,,,,,,,,,,,,
1000969557,KIT  VALVE REPAIR,1.0,EA,GAS,G01A2,,,,,,,,,,,,,,
1000969558,KIT  SAFETY FLANGE REPAIR,7.0,EA,GAS,G02A2,,,,,,,,,,,,,,
1000971820,BELT TOOTHED  4326 MM  55 MM  14 MM,1.0,EA,"OIL TRAIN 3, 4",L01A1,,,,,,,,,,,,,,
1000972278,BOX ELECTRICAL  CONTROL,2.0,EA,PCU,A16B4B,,,,,,,,,,,,,,
1000975410,PIN  NF EN 28752 (SLOTTED)  3.0 MM  10.0,1.0,EA,UTILITIES,A08A5B,,,,,,,,,,,,,,
1000975411,PIN  5.0 MM  20.0 MM  AISI 302 CL. A2,2.0,EA,UTILITIES,A07C5B,,,,,,,,,,,,,,
1000977648,SEAL  SHAFT END,-1.0,EA,,L06B1,,,,,,,,,,,,,,
1000977648,SEAL  SHAFT END,1.0,EA,"OIL TRAIN 3, 4 & 5",L06B1,,,,,,,,,,,,,,
1000977650,SCREW  SHOULDER  SOCKET,1.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000978524,LAMP FLUORSENT 18W 590MM,0.0,EA,,D01A2,,,,,,,,,,,,,,
1000981268,POSITIONER VALVE ELECTRO/PNEUMATIC  DVC6,2.0,EA,,A18H4B,,,,,,,,,,,,,,
1000986231,LAMP HID  400 W  METAL HALIDE  270 MM  S,-21.0,EA,,D01A1,,,,,,,,,,,,,,
1000987273,HORN  BEACON SOUNDER COMBINATION  116 DB,0.0,EA,"OIL TRAIN 3, 4 & 5",L07B1,,,,,,,,,,,,,,
1000987614,LAMP HID  100 W  HIGH PRESSURE SODIUM  1,6.0,EA,PCU,A16D2B,,,,,,,,,,,,,,
1000988513,"SWITCH, AC 120/230 V, -, RACK, 1-UNIT, U",4.0,EA,PCU,H08C2,,,,,,,,,,,,,,
1000989039,MODULE POWER SUPPLY. 90 TO 253 VAC. 48 T,2.0,EA,PCU,H08C2,,,,,,,,,,,,,,
1000990866,MONITOR VIDEO  LCD  21 IN  W-LED  PROFES,4.0,EA,PCU,H06C1,,,,,,,,,,,,,,
1000991978,HUB  PUMP,2.0,EA,"OIL TRAIN 3, 4 & 5",L03B2,,,,,,,,,,,,,,
1000991979,PLATE  ADJUSTING  ASTN B221 ALLOY 7075 A,1.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000991980,BOLT  PUMP HUB  ASTM A276 S31600,18.0,EA,"OIL TRAIN 3, 4 & 5",L07B2,,,,,,,,,,,,,,
